Kanton;Woche;endend;Alter;untGrenze;Erwartung;obeGrenze;AnzTF_HR;Exzess
BS  ;          20;17.05.2020;65+     ;          18;          33;          48;          19;           .
BS  ;          21;24.05.2020;65+     ;          18;          33;          48;          26;           .
BS  ;          22;31.05.2020;65+     ;          18;          33;          48;          30;           .
BS  ;          23;07.06.2020;65+     ;          18;          33;          47;          29;           .
BS  ;          24;14.06.2020;65+     ;          18;          32;          47;          26;           .
BS  ;          25;21.06.2020;65+     ;          18;          32;          47;          23;           .
BS  ;          26;28.06.2020;65+     ;          18;          32;          47;          30;           .
BS  ;          27;05.07.2020;65+     ;          18;          32;          47;          37;           .
BS  ;          28;12.07.2020;65+     ;          18;          32;          47;          40;           .
BS  ;          29;19.07.2020;65+     ;          18;          33;          47;          33;           .
BS  ;          30;26.07.2020;65+     ;          18;          33;          47;          34;           .
BS  ;          31;02.08.2020;65+     ;          18;          33;          47;          31;           .
BS  ;          32;09.08.2020;65+     ;          18;          33;          47;          36;           .
BS  ;          33;16.08.2020;65+     ;          18;          33;          48;          33;           .
BS  ;          34;23.08.2020;65+     ;          18;          33;          48;          28;           .
BS  ;          35;30.08.2020;65+     ;          18;          33;          48;          31;           .
BS  ;          36;06.09.2020;65+     ;          18;          33;          48;          21;           .
BS  ;          37;13.09.2020;65+     ;          19;          33;          48;          29;           .
BS  ;          38;20.09.2020;65+     ;          19;          34;          49;          32;           .
BS  ;          39;27.09.2020;65+     ;          19;          34;          49;          27;           .
BS  ;          40;04.10.2020;65+     ;          19;          34;          49;          25;           .
BS  ;          41;11.10.2020;65+     ;          19;          34;          49;          30;           .
BS  ;          42;18.10.2020;65+     ;          20;          35;          50;          36;           .
BS  ;          43;25.10.2020;65+     ;          20;          35;          50;          36;           .
BS  ;          44;01.11.2020;65+     ;          20;          35;          51;          26;           .
BS  ;          45;08.11.2020;65+     ;          20;          36;          51;          37;           .
BS  ;          46;15.11.2020;65+     ;          21;          36;          52;          29;           .
BS  ;          47;22.11.2020;65+     ;          21;          37;          52;          45;           .
BS  ;          48;29.11.2020;65+     ;          21;          37;          53;        41.8;           .
BS  ;          49;06.12.2020;65+     ;          22;          37;          53;          57;          57
BS  ;          50;13.12.2020;65+     ;          22;          38;          54;        41.8;           .
BS  ;          51;20.12.2020;65+     ;          22;          38;          54;        64.2;        64.2
BS  ;          52;27.12.2020;65+     ;          23;          39;          55;        56.7;        56.7
BS  ;          53;03.01.2021;65+     ;          23;          39;          55;           .;           .
FR  ;           1;05.01.2020;0-64    ;           0;           7;          13;           4;           .
FR  ;           2;12.01.2020;0-64    ;           0;           7;          13;           6;           .
FR  ;           3;19.01.2020;0-64    ;           0;           7;          13;          11;           .
FR  ;           4;26.01.2020;0-64    ;           0;           7;          13;           4;           .
FR  ;           5;02.02.2020;0-64    ;           0;           7;          13;           6;           .
FR  ;           6;09.02.2020;0-64    ;           0;           7;          13;           6;           .
FR  ;           7;16.02.2020;0-64    ;           0;           6;          13;           9;           .
FR  ;           8;23.02.2020;0-64    ;           0;           6;          13;           7;           .
